Date,Blood Type,Donations
2019-10-30,all,1075
2019-10-31,all,1031
2019-11-01,all,524
2019-11-02,all,1652
2019-11-03,all,2423
2019-11-04,all,886
2019-11-05,all,1144
2019-11-06,all,1505
2019-11-07,all,1516
2019-11-08,all,887
2019-11-09,all,2789
2019-11-10,all,2818
2019-11-11,all,768
2019-11-12,all,1171
2019-11-13,all,1558
2019-11-14,all,1622
2019-11-15,all,730
2019-11-16,all,1514
2019-11-17,all,2455
2019-11-18,all,795
2019-11-19,all,1508
2019-11-20,all,1513
2019-11-21,all,1596
2019-11-22,all,944
2019-11-23,all,1685
2019-11-24,all,2497
2019-11-25,all,717
2019-11-26,all,1724
2019-11-27,all,1659
2019-11-28,all,1485
2019-11-29,all,926
2019-11-30,all,1781
2019-12-01,all,2534
2019-12-02,all,848
2019-12-03,all,1169
2019-12-04,all,1277
2019-12-05,all,1349
2019-12-06,all,754
2019-12-07,all,1652
2019-12-08,all,2177
2019-12-09,all,848
2019-12-10,all,1711
2019-12-11,all,1514
2019-12-12,all,1751
2019-12-13,all,902
2019-12-14,all,1533
2019-12-15,all,2971
2019-12-16,all,1112
2019-12-17,all,1557
2019-12-18,all,1502
2019-12-19,all,1453
2019-12-20,all,1167
2019-12-21,all,1213
2019-12-22,all,2045
2019-12-23,all,665
2019-12-24,all,811
2019-12-25,all,1252
2019-12-26,all,1044
2019-12-27,all,826
2019-12-28,all,1431
2019-12-29,all,2208
2019-12-30,all,792
2019-12-31,all,1069
2020-01-01,all,1646
2020-01-02,all,642
2020-01-03,all,787
2020-01-04,all,1301
2020-01-05,all,2345
2020-01-06,all,653
2020-01-07,all,1127
2020-01-08,all,1755
2020-01-09,all,1239
2020-01-10,all,1371
2020-01-11,all,1552
2020-01-12,all,2302
2020-01-13,all,737
2020-01-14,all,1328
2020-01-15,all,2032
2020-01-16,all,1490
2020-01-17,all,990
2020-01-18,all,1848
2020-01-19,all,2270
2020-01-20,all,1241
2020-01-21,all,1690
2020-01-22,all,1851
2020-01-23,all,1313
2020-01-24,all,933
2020-01-25,all,1136
2020-01-26,all,1158
2020-01-27,all,926
2020-01-28,all,1069
2020-01-29,all,1172
2020-01-30,all,1335
2020-01-31,all,789
2020-02-01,all,1383
2020-02-02,all,1758
2020-02-03,all,946
2020-02-04,all,1209
2020-02-05,all,1746
2020-02-06,all,1580
2020-02-07,all,1009
2020-02-08,all,3254
2020-02-09,all,2320
2020-02-10,all,740
2020-02-11,all,1334
2020-02-12,all,1662
2020-02-13,all,1291
2020-02-14,all,773
2020-02-15,all,1764
2020-02-16,all,2662
2020-02-17,all,1164
2020-02-18,all,1255
2020-02-19,all,1623
2020-02-20,all,1701
2020-02-21,all,1147
2020-02-22,all,2081
2020-02-23,all,2357
2020-02-24,all,896
2020-02-25,all,1842
2020-02-26,all,2079
2020-02-27,all,1402
2020-02-28,all,1252
2020-02-29,all,2188
2020-03-01,all,2675
2020-03-02,all,1017
2020-03-03,all,1242
2020-03-04,all,1750
2020-03-05,all,1600
2020-03-06,all,961
2020-03-07,all,1951
2020-03-08,all,3086
2020-03-09,all,911
2020-03-10,all,1966
2020-03-11,all,1222
2020-03-12,all,1547
2020-03-13,all,658
2020-03-14,all,1499
2020-03-15,all,1689
2020-03-16,all,545
2020-03-17,all,595
2020-03-18,all,426
2020-03-19,all,656
2020-03-20,all,846
2020-03-21,all,835
2020-03-22,all,514
2020-03-23,all,895
2020-03-24,all,1232
2020-03-25,all,1425
2020-03-26,all,1342
2020-03-27,all,1051
2020-03-28,all,1041
2020-03-29,all,881
2020-03-30,all,824
2020-03-31,all,1039
2020-04-01,all,945
2020-04-02,all,749
2020-04-03,all,501
2020-04-04,all,611
2020-04-05,all,683
2020-04-06,all,599
2020-04-07,all,798
2020-04-08,all,685
2020-04-09,all,613
2020-04-10,all,675
2020-04-11,all,1035
2020-04-12,all,1220
2020-04-13,all,1118
2020-04-14,all,1283
2020-04-15,all,1532
2020-04-16,all,1289
2020-04-17,all,1121
2020-04-18,all,1382
2020-04-19,all,1327
2020-04-20,all,1482
2020-04-21,all,2010
2020-04-22,all,2024
2020-04-23,all,1788
2020-04-24,all,328
2020-04-25,all,624
2020-04-26,all,901
2020-04-27,all,695
2020-04-28,all,1015
2020-04-29,all,1097
2020-04-30,all,1144
2020-05-01,all,1019
2020-05-02,all,944
2020-05-03,all,1313
2020-05-04,all,796
2020-05-05,all,799
2020-05-06,all,1034
2020-05-07,all,1641
2020-05-08,all,983
2020-05-09,all,1124
2020-05-10,all,1645
2020-05-11,all,1000
2020-05-12,all,744
2020-05-13,all,794
2020-05-14,all,850
2020-05-15,all,757
2020-05-16,all,1470
2020-05-17,all,2067
2020-05-18,all,876
2020-05-19,all,1011
2020-05-20,all,1405
2020-05-21,all,1524
2020-05-22,all,1289
2020-05-23,all,1125
2020-05-24,all,11
2020-05-25,all,641
2020-05-26,all,1401
2020-05-27,all,1656
2020-05-28,all,1673
2020-05-29,all,1635
2020-05-30,all,3131
2020-05-31,all,3382
2020-06-01,all,1248
2020-06-02,all,1382
2020-06-03,all,1451
2020-06-04,all,1380
2020-06-05,all,1341
2020-06-06,all,2655
2020-06-07,all,3073
2020-06-08,all,1647
2020-06-09,all,1623
2020-06-10,all,1158
2020-06-11,all,1273
2020-06-12,all,829
2020-06-13,all,1938
2020-06-14,all,2775
2020-06-15,all,998
2020-06-16,all,1084
2020-06-17,all,1454
2020-06-18,all,938
2020-06-19,all,1186
2020-06-20,all,1864
2020-06-21,all,2747
2020-06-22,all,827
2020-06-23,all,1092
2020-06-24,all,1021
2020-06-25,all,1233
2020-06-26,all,755
2020-06-27,all,2151
2020-06-28,all,2939
2020-06-29,all,814
2020-06-30,all,975
2020-07-01,all,1176
2020-07-02,all,977
2020-07-03,all,672
2020-07-04,all,1802
2020-07-05,all,2422
2020-07-06,all,1032
2020-07-07,all,903
2020-07-08,all,1079
2020-07-09,all,1222
2020-07-10,all,735
2020-07-11,all,1636
2020-07-12,all,2543
2020-07-13,all,970
2020-07-14,all,1193
2020-07-15,all,1500
2020-07-16,all,947
2020-07-17,all,838
2020-07-18,all,1904
2020-07-19,all,2626
2020-07-20,all,847
2020-07-21,all,1002
2020-07-22,all,1541
2020-07-23,all,1441
2020-07-24,all,908
2020-07-25,all,1532
2020-07-26,all,2370
2020-07-27,all,628
2020-07-28,all,944
2020-07-29,all,1082
2020-07-30,all,891
2020-07-31,all,314
2020-08-01,all,656
2020-08-02,all,1310
2020-08-03,all,867
2020-08-04,all,1124
2020-08-05,all,1347
2020-08-06,all,1449
2020-08-07,all,1014
2020-08-08,all,2743
2020-08-09,all,3452
2020-08-10,all,1113
2020-08-11,all,1581
2020-08-12,all,1639
2020-08-13,all,1448
2020-08-14,all,1304
2020-08-15,all,2406
2020-08-16,all,3021
2020-08-17,all,921
2020-08-18,all,1220
2020-08-19,all,1736
2020-08-20,all,1439
2020-08-21,all,974
2020-08-22,all,1778
2020-08-23,all,2855
2020-08-24,all,964
2020-08-25,all,1402
2020-08-26,all,1607
2020-08-27,all,1370
2020-08-28,all,782
2020-08-29,all,1691
2020-08-30,all,2576
2020-08-31,all,2973
2020-09-01,all,992
2020-09-02,all,1205
2020-09-03,all,962
2020-09-04,all,625
2020-09-05,all,1502
2020-09-06,all,2736
2020-09-07,all,834
2020-09-08,all,1102
2020-09-09,all,1082
2020-09-10,all,963
2020-09-11,all,875
2020-09-12,all,1458
2020-09-13,all,2589
2020-09-14,all,892
2020-09-15,all,841
2020-09-16,all,2379
2020-09-17,all,757
2020-09-18,all,697
2020-09-19,all,1794
2020-09-20,all,2437
2020-09-21,all,697
2020-09-22,all,1077
2020-09-23,all,1164
2020-09-24,all,1176
2020-09-25,all,613
2020-09-26,all,1529
2020-09-27,all,2704
2020-09-28,all,779
2020-09-29,all,1269
2020-09-30,all,1269
2020-10-01,all,1246
2020-10-02,all,663
2020-10-03,all,1495
2020-10-04,all,2333
2020-10-05,all,774
2020-10-06,all,893
2020-10-07,all,795
2020-10-08,all,928
2020-10-09,all,666
2020-10-10,all,1619
2020-10-11,all,2528
2020-10-12,all,655
2020-10-13,all,1044
2020-10-14,all,1175
2020-10-15,all,1000
2020-10-16,all,1565
2020-10-17,all,2426
2020-10-18,all,3076
2020-10-19,all,1007
2020-10-20,all,1020
2020-10-21,all,1341
2020-10-22,all,1220
2020-10-23,all,1239
2020-10-24,all,2157
2020-10-25,all,2965
2020-10-26,all,756
2020-10-27,all,1077
2020-10-28,all,1193
2020-10-29,all,1631
2020-10-30,all,1138
2020-10-31,all,1768
2020-11-01,all,2411
2020-11-02,all,669
2020-11-03,all,879
2020-11-04,all,1064
2020-11-05,all,1060
2020-11-06,all,886
2020-11-07,all,2083
2020-11-08,all,2201
2020-11-09,all,732
2020-11-10,all,1100
2020-11-11,all,1008
2020-11-12,all,1112
2020-11-13,all,1049
2020-11-14,all,2898
2020-11-15,all,2726
2020-11-16,all,745
2020-11-17,all,890
2020-11-18,all,1147
2020-11-19,all,1159
2020-11-20,all,879
2020-11-21,all,2101
2020-11-22,all,2915
2020-11-23,all,749
2020-11-24,all,976
2020-11-25,all,1011
2020-11-26,all,1052
2020-11-27,all,703
2020-11-28,all,1738
2020-11-29,all,2908
2020-11-30,all,894
2020-12-01,all,927
2020-12-02,all,990
2020-12-03,all,985
2020-12-04,all,731
2020-12-05,all,1648
2020-12-06,all,3004
2020-12-07,all,561
2020-12-08,all,816
2020-12-09,all,1166
2020-12-10,all,921
2020-12-11,all,983
2020-12-12,all,1798
2020-12-13,all,2692
2020-12-14,all,628
2020-12-15,all,1021
2020-12-16,all,1039
2020-12-17,all,1090
2020-12-18,all,973
2020-12-19,all,1655
2020-12-20,all,2768
2020-12-21,all,796
2020-12-22,all,1000
2020-12-23,all,1340
2020-12-24,all,1230
2020-12-25,all,1120
2020-12-26,all,1566
2020-12-27,all,2237
2020-12-28,all,762
2020-12-29,all,903
2020-12-30,all,1276
2020-12-31,all,1156
2021-01-01,all,1316
2021-01-02,all,1375
2021-01-03,all,2139
2021-01-04,all,532
2021-01-05,all,708
2021-01-06,all,908
2021-01-07,all,979
2021-01-08,all,746
2021-01-09,all,1563
2021-01-10,all,1897
2021-01-11,all,659
2021-01-12,all,1069
2021-01-13,all,1375
2021-01-14,all,729
2021-01-15,all,939
2021-01-16,all,2042
2021-01-17,all,2576
2021-01-18,all,744
2021-01-19,all,796
2021-01-20,all,1119
2021-01-21,all,1070
2021-01-22,all,1022
2021-01-23,all,2179
2021-01-24,all,2865
2021-01-25,all,1194
2021-01-26,all,1236
2021-01-27,all,1081
2021-01-28,all,1824
2021-01-29,all,1056
2021-01-30,all,2152
2021-01-31,all,2511
2021-02-01,all,1068
2021-02-02,all,1095
2021-02-03,all,1406
2021-02-04,all,1129
2021-02-05,all,845
2021-02-06,all,2044
2021-02-07,all,2527
2021-02-08,all,888
2021-02-09,all,1247
2021-02-10,all,1492
2021-02-11,all,1263
2021-02-12,all,1211
2021-02-13,all,2170
2021-02-14,all,2362
2021-02-15,all,1024
2021-02-16,all,1100
2021-02-17,all,1135
2021-02-18,all,1294
2021-02-19,all,799
2021-02-20,all,2017
2021-02-21,all,2483
2021-02-22,all,881
2021-02-23,all,1234
2021-02-24,all,1038
2021-02-25,all,1279
2021-02-26,all,1052
2021-02-27,all,2147
2021-02-28,all,3245
2021-03-01,all,755
2021-03-02,all,1195
2021-03-03,all,1233
2021-03-04,all,1921
2021-03-05,all,977
2021-03-06,all,2003
2021-03-07,all,2520
2021-03-08,all,615
2021-03-09,all,1025
2021-03-10,all,1289
2021-03-11,all,1295
2021-03-12,all,786
2021-03-13,all,2042
2021-03-14,all,2782
2021-03-15,all,736
2021-03-16,all,1167
2021-03-17,all,1357
2021-03-18,all,1312
2021-03-19,all,1145
2021-03-20,all,2100
2021-03-21,all,3230
2021-03-22,all,772
2021-03-23,all,1292
2021-03-24,all,1086
2021-03-25,all,1398
2021-03-26,all,874
2021-03-27,all,1932
2021-03-28,all,3012
2021-03-29,all,750
2021-03-30,all,1043
2021-03-31,all,1289
2021-04-01,all,1153
2021-04-02,all,873
2021-04-03,all,1737
2021-04-04,all,2825
2021-04-05,all,902
2021-04-06,all,1308
2021-04-07,all,1302
2021-04-08,all,1599
2021-04-09,all,1292
2021-04-10,all,2322
2021-04-11,all,3578
2021-04-12,all,2019
2021-04-13,all,244
2021-04-14,all,522
2021-04-15,all,632
2021-04-16,all,595
2021-04-17,all,1126
2021-04-18,all,2282
2021-04-19,all,419
2021-04-20,all,532
2021-04-21,all,741
2021-04-22,all,753
2021-04-23,all,755
2021-04-24,all,1146
2021-04-25,all,2768
2021-04-26,all,514
2021-04-27,all,815
2021-04-28,all,881
2021-04-29,all,1083
2021-04-30,all,796
2021-05-01,all,2634
2021-05-02,all,2132
2021-05-03,all,608
2021-05-04,all,811
2021-05-05,all,804
2021-05-06,all,924
2021-05-07,all,752
2021-05-08,all,1562
2021-05-09,all,1771
2021-05-10,all,773
2021-05-11,all,985
2021-05-12,all,689
2021-05-13,all,0
2021-05-14,all,1006
2021-05-15,all,2221
2021-05-16,all,2900
2021-05-17,all,1380
2021-05-18,all,1363
2021-05-19,all,1488
2021-05-20,all,1211
2021-05-21,all,1001
2021-05-22,all,2307
2021-05-23,all,3187
2021-05-24,all,921
2021-05-25,all,1049
2021-05-26,all,1552
2021-05-27,all,1085
2021-05-28,all,1182
2021-05-29,all,1678
2021-05-30,all,2050
2021-05-31,all,1027
2021-06-01,all,789
2021-06-02,all,1067
2021-06-03,all,1360
2021-06-04,all,801
2021-06-05,all,1689
2021-06-06,all,2083
2021-06-07,all,1359
2021-06-08,all,1083
2021-06-09,all,1395
2021-06-10,all,1329
2021-06-11,all,1056
2021-06-12,all,1891
2021-06-13,all,2570
2021-06-14,all,1892
2021-06-15,all,1607
2021-06-16,all,1546
2021-06-17,all,1552
2021-06-18,all,1114
2021-06-19,all,2169
2021-06-20,all,2739
2021-06-21,all,1004
2021-06-22,all,1046
2021-06-23,all,1272
2021-06-24,all,1029
2021-06-25,all,1033
2021-06-26,all,2093
2021-06-27,all,2174
2021-06-28,all,844
2021-06-29,all,1008
2021-06-30,all,1124
2021-07-01,all,1217
2021-07-02,all,790
2021-07-03,all,1347
2021-07-04,all,1786
2021-07-05,all,657
2021-07-06,all,762
2021-07-07,all,926
2021-07-08,all,888
2021-07-09,all,822
2021-07-10,all,1612
2021-07-11,all,1553
2021-07-12,all,612
2021-07-13,all,681
2021-07-14,all,787
2021-07-15,all,729
2021-07-16,all,550
2021-07-17,all,1253
2021-07-18,all,1417
2021-07-19,all,443
2021-07-20,all,198
2021-07-21,all,606
2021-07-22,all,1349
2021-07-23,all,839
2021-07-24,all,1680
2021-07-25,all,1808
2021-07-26,all,737
2021-07-27,all,854
2021-07-28,all,1133
2021-07-29,all,1121
2021-07-30,all,924
2021-07-31,all,1542
2021-08-01,all,1786
2021-08-02,all,901
2021-08-03,all,968
2021-08-04,all,1271
2021-08-05,all,1107
2021-08-06,all,1284
2021-08-07,all,1702
2021-08-08,all,2039
2021-08-09,all,749
2021-08-10,all,1462
2021-08-11,all,893
2021-08-12,all,953
2021-08-13,all,960
2021-08-14,all,1820
2021-08-15,all,2086
2021-08-16,all,761
2021-08-17,all,896
2021-08-18,all,1087
2021-08-19,all,1385
2021-08-20,all,877
2021-08-21,all,2157
2021-08-22,all,2418
2021-08-23,all,876
2021-08-24,all,1124
2021-08-25,all,1227
2021-08-26,all,1329
2021-08-27,all,1188
2021-08-28,all,2053
2021-08-29,all,2934
2021-08-30,all,1481
2021-08-31,all,3206
2021-09-01,all,1303
2021-09-02,all,1370
2021-09-03,all,898
2021-09-04,all,2018
2021-09-05,all,2117
2021-09-06,all,810
2021-09-07,all,1122
2021-09-08,all,1260
2021-09-09,all,1063
2021-09-10,all,921
2021-09-11,all,2015
2021-09-12,all,2530
2021-09-13,all,852
2021-09-14,all,983
2021-09-15,all,1339
2021-09-16,all,3080
2021-09-17,all,952
2021-09-18,all,1783
2021-09-19,all,2720
2021-09-20,all,893
2021-09-21,all,917
2021-09-22,all,1007
2021-09-23,all,1224
2021-09-24,all,806
2021-09-25,all,1716
2021-09-26,all,2532
2021-09-27,all,794
2021-09-28,all,1100
2021-09-29,all,1474
2021-09-30,all,1384
2021-10-01,all,766
2021-10-02,all,1711
2021-10-03,all,2422
2021-10-04,all,675
2021-10-05,all,848
2021-10-06,all,914
2021-10-07,all,946
2021-10-08,all,775
2021-10-09,all,2040
2021-10-10,all,2493
2021-10-11,all,685
2021-10-12,all,1030
2021-10-13,all,1206
2021-10-14,all,1181
2021-10-15,all,771
2021-10-16,all,1642
2021-10-17,all,2262
2021-10-18,all,769
2021-10-19,all,1573
2021-10-20,all,838
2021-10-21,all,953
2021-10-22,all,713
2021-10-23,all,1439
2021-10-24,all,2559
2021-10-25,all,584
2021-10-26,all,743
2021-10-27,all,1325
2021-10-28,all,1149
2021-10-29,all,1084
2021-10-30,all,1690
2021-10-31,all,2309
2021-11-01,all,941
2021-11-02,all,1078
2021-11-03,all,1082
2021-11-04,all,2024
2021-11-05,all,905
2021-11-06,all,1550
2021-11-07,all,2296
2021-11-08,all,660
2021-11-09,all,971
2021-11-10,all,1204
2021-11-11,all,1261
2021-11-12,all,808
2021-11-13,all,2279
2021-11-14,all,2986
2021-11-15,all,928
2021-11-16,all,1134
2021-11-17,all,1327
2021-11-18,all,1675
2021-11-19,all,972
2021-11-20,all,1809
2021-11-21,all,2509
2021-11-22,all,934
2021-11-23,all,1086
2021-11-24,all,1254
2021-11-25,all,1473
2021-11-26,all,886
2021-11-27,all,1579
2021-11-28,all,2735
2021-11-29,all,820
2021-11-30,all,1360
2021-12-01,all,1373
2021-12-02,all,1391
2021-12-03,all,884
2021-12-04,all,1735
2021-12-05,all,2739
2021-12-06,all,965
2021-12-07,all,1155
2021-12-08,all,1094
2021-12-09,all,1311
2021-12-10,all,955
2021-12-11,all,1851
2021-12-12,all,2858
2021-12-13,all,859
2021-12-14,all,1606
2021-12-15,all,1561
2021-12-16,all,1453
2021-12-17,all,1029
2021-12-18,all,1353
2021-12-19,all,2235
2021-12-20,all,928
2021-12-21,all,1271
2021-12-22,all,1133
2021-12-23,all,1233
2021-12-24,all,1092
2021-12-25,all,1834
2021-12-26,all,2346
2021-12-27,all,999
2021-12-28,all,1185
2021-12-29,all,1716
2021-12-30,all,1206
2021-12-31,all,1114
2022-01-01,all,2218
2022-01-02,all,2219
2022-01-03,all,724
2022-01-04,all,888
2022-01-05,all,1225
2022-01-06,all,1123
2022-01-07,all,815
2022-01-08,all,2063
2022-01-09,all,2683
2022-01-10,all,824
2022-01-11,all,870
2022-01-12,all,1109
2022-01-13,all,1286
2022-01-14,all,1076
2022-01-15,all,1924
2022-01-16,all,2417
2022-01-17,all,849
2022-01-18,all,1785
2022-01-19,all,1030
2022-01-20,all,1212
2022-01-21,all,980
2022-01-22,all,2098
2022-01-23,all,2294
2022-01-24,all,1028
2022-01-25,all,1460
2022-01-26,all,1344
2022-01-27,all,1462
2022-01-28,all,829
2022-01-29,all,1653
2022-01-30,all,1986
2022-01-31,all,981
2022-02-01,all,960
2022-02-02,all,1147
2022-02-03,all,1178
2022-02-04,all,943
2022-02-05,all,1890
2022-02-06,all,1928
2022-02-07,all,906
2022-02-08,all,1141
2022-02-09,all,1269
2022-02-10,all,1154
2022-02-11,all,992
2022-02-12,all,2039
2022-02-13,all,2379
2022-02-14,all,888
2022-02-15,all,1217
2022-02-16,all,1015
2022-02-17,all,1325
2022-02-18,all,906
2022-02-19,all,2015
2022-02-20,all,2806
2022-02-21,all,804
2022-02-22,all,1137
2022-02-23,all,981
2022-02-24,all,1458
2022-02-25,all,856
2022-02-26,all,1746
2022-02-27,all,2686
2022-02-28,all,936
2022-03-01,all,1003
2022-03-02,all,1090
2022-03-03,all,1076
2022-03-04,all,857
2022-03-05,all,1617
2022-03-06,all,2435
2022-03-07,all,787
2022-03-08,all,949
2022-03-09,all,1145
2022-03-10,all,1467
2022-03-11,all,920
2022-03-12,all,1744
2022-03-13,all,2538
2022-03-14,all,780
2022-03-15,all,1355
2022-03-16,all,1460
2022-03-17,all,1247
2022-03-18,all,946
2022-03-19,all,2066
2022-03-20,all,3154
2022-03-21,all,926
2022-03-22,all,1009
2022-03-23,all,1626
2022-03-24,all,1459
2022-03-25,all,1409
2022-03-26,all,2505
2022-03-27,all,3221
2022-03-28,all,1603
2022-03-29,all,2112
2022-03-30,all,1769
2022-03-31,all,2263
2022-04-01,all,1574
2022-04-02,all,2523
2022-04-03,all,1801
2022-04-04,all,585
2022-04-05,all,719
2022-04-06,all,768
2022-04-07,all,884
2022-04-08,all,876
2022-04-09,all,1521
2022-04-10,all,2644
2022-04-11,all,541
2022-04-12,all,903
2022-04-13,all,1172
2022-04-14,all,1149
2022-04-15,all,1126
2022-04-16,all,1785
2022-04-17,all,2758
2022-04-18,all,722
2022-04-19,all,1265
2022-04-20,all,942
2022-04-21,all,964
2022-04-22,all,879
2022-04-23,all,1550
2022-04-24,all,2793
2022-04-25,all,1027
2022-04-26,all,950
2022-04-27,all,847
2022-04-28,all,959
2022-04-29,all,909
2022-04-30,all,1313
2022-05-01,all,2622
2022-05-02,all,14
2022-05-03,all,165
2022-05-04,all,541
2022-05-05,all,1135
2022-05-06,all,1188
2022-05-07,all,1689
2022-05-08,all,2921
2022-05-09,all,961
2022-05-10,all,1575
2022-05-11,all,1546
2022-05-12,all,1717
2022-05-13,all,1101
2022-05-14,all,2107
2022-05-15,all,3246
2022-05-16,all,1820
2022-05-17,all,1295
2022-05-18,all,1488
2022-05-19,all,1621
2022-05-20,all,1205
2022-05-21,all,2214
2022-05-22,all,3344
2022-05-23,all,1252
2022-05-24,all,1482
2022-05-25,all,1421
2022-05-26,all,1705
2022-05-27,all,1065
2022-05-28,all,1747
2022-05-29,all,2630
2022-05-30,all,971
2022-05-31,all,1575
2022-06-01,all,1680
2022-06-02,all,1229
2022-06-03,all,1238
2022-06-04,all,2070
2022-06-05,all,2707
2022-06-06,all,1704
2022-06-07,all,1318
2022-06-08,all,1533
2022-06-09,all,1797
2022-06-10,all,1100
2022-06-11,all,1918
2022-06-12,all,3418
2022-06-13,all,967
2022-06-14,all,2909
2022-06-15,all,1920
2022-06-16,all,1921
2022-06-17,all,1544
2022-06-18,all,2211
2022-06-19,all,3059
2022-06-20,all,1281
2022-06-21,all,1362
2022-06-22,all,1685
2022-06-23,all,1674
2022-06-24,all,1016
2022-06-25,all,1927
2022-06-26,all,3005
2022-06-27,all,1338
2022-06-28,all,1301
2022-06-29,all,1668
2022-06-30,all,1500
2022-07-01,all,1001
2022-07-02,all,1881
2022-07-03,all,2686
2022-07-04,all,746
2022-07-05,all,1495
2022-07-06,all,1536
2022-07-07,all,1625
2022-07-08,all,1298
2022-07-09,all,1119
2022-07-10,all,635
2022-07-11,all,846
2022-07-12,all,1041
2022-07-13,all,1169
2022-07-14,all,1539
2022-07-15,all,1066
2022-07-16,all,1943
2022-07-17,all,3404
2022-07-18,all,1056
2022-07-19,all,1474
2022-07-20,all,1414
2022-07-21,all,1605
2022-07-22,all,1274
2022-07-23,all,2426
2022-07-24,all,3049
2022-07-25,all,717
2022-07-26,all,1244
2022-07-27,all,1414
2022-07-28,all,1481
2022-07-29,all,1310
2022-07-30,all,1768
2022-07-31,all,2458
2022-08-01,all,768
2022-08-02,all,846
2022-08-03,all,1154
2022-08-04,all,1171
2022-08-05,all,1079
2022-08-06,all,1702
2022-08-07,all,2484
2022-08-08,all,987
2022-08-09,all,1148
2022-08-10,all,1402
2022-08-11,all,1538
2022-08-12,all,885
2022-08-13,all,1630
2022-08-14,all,2747
2022-08-15,all,1089
2022-08-16,all,1275
2022-08-17,all,1467
2022-08-18,all,1588
2022-08-19,all,1104
2022-08-20,all,1985
2022-08-21,all,2725
2022-08-22,all,845
2022-08-23,all,1380
2022-08-24,all,1640
2022-08-25,all,1393
2022-08-26,all,1108
2022-08-27,all,2063
2022-08-28,all,2810
2022-08-29,all,1096
2022-08-30,all,1461
2022-08-31,all,3392
2022-09-01,all,1337
2022-09-02,all,797
2022-09-03,all,1571
2022-09-04,all,2613
2022-09-05,all,858
2022-09-06,all,1438
2022-09-07,all,1392
2022-09-08,all,1693
2022-09-09,all,858
2022-09-10,all,1616
2022-09-11,all,2571
2022-09-12,all,899
2022-09-13,all,1374
2022-09-14,all,1603
2022-09-15,all,1589
2022-09-16,all,2491
2022-09-17,all,2291
2022-09-18,all,2687
2022-09-19,all,1048
2022-09-20,all,1140
2022-09-21,all,1591
2022-09-22,all,1506
2022-09-23,all,1170
2022-09-24,all,1650
2022-09-25,all,2594
2022-09-26,all,1068
2022-09-27,all,1344
2022-09-28,all,1395
2022-09-29,all,1453
2022-09-30,all,1328
2022-10-01,all,1893
2022-10-02,all,2828
2022-10-03,all,1001
2022-10-04,all,1489
2022-10-05,all,1514
2022-10-06,all,1407
2022-10-07,all,1140
2022-10-08,all,2105
2022-10-09,all,2355
2022-10-10,all,1224
2022-10-11,all,1351
2022-10-12,all,1668
2022-10-13,all,1617
2022-10-14,all,1116
2022-10-15,all,2174
2022-10-16,all,2894
2022-10-17,all,1063
2022-10-18,all,1478
2022-10-19,all,1723
2022-10-20,all,1283
2022-10-21,all,697
2022-10-22,all,2216
2022-10-23,all,2558
2022-10-24,all,1915
2022-10-25,all,1127
2022-10-26,all,1645
2022-10-27,all,1383
2022-10-28,all,954
2022-10-29,all,1747
2022-10-30,all,2560
2022-10-31,all,984
2022-11-01,all,929
2022-11-02,all,1649
2022-11-03,all,1369
2022-11-04,all,835
2022-11-05,all,1911
2022-11-06,all,2731
2022-11-07,all,1060
2022-11-08,all,1307
2022-11-09,all,1541
2022-11-10,all,1708
2022-11-11,all,893
2022-11-12,all,2626
2022-11-13,all,2438
2022-11-14,all,1077
2022-11-15,all,1430
2022-11-16,all,1617
2022-11-17,all,1123
2022-11-18,all,741
2022-11-19,all,269
2022-11-20,all,1488
2022-11-21,all,772
2022-11-22,all,1308
2022-11-23,all,1588
2022-11-24,all,1695
2022-11-25,all,1186
2022-11-26,all,1633
2022-11-27,all,2257
2022-11-28,all,874
2022-11-29,all,1555
2022-11-30,all,1451
2022-12-01,all,1378
2022-12-02,all,1129
2022-12-03,all,1942
2022-12-04,all,3096
2022-12-05,all,925
2022-12-06,all,1556
2022-12-07,all,1510
2022-12-08,all,1308
2022-12-09,all,1088
2022-12-10,all,1859
2022-12-11,all,2715
2022-12-12,all,1245
2022-12-13,all,1465
2022-12-14,all,1637
2022-12-15,all,1259
2022-12-16,all,1148
2022-12-17,all,2218
2022-12-18,all,2593
2022-12-19,all,832
2022-12-20,all,1810
2022-12-21,all,1684
2022-12-22,all,1376
2022-12-23,all,1003
2022-12-24,all,1553
2022-12-25,all,2086
2022-12-26,all,1664
2022-12-27,all,1174
2022-12-28,all,1702
2022-12-29,all,1350
2022-12-30,all,1344
2022-12-31,all,1854
2023-01-01,all,2684
2023-01-02,all,1589
2023-01-03,all,856
2023-01-04,all,1494
2023-01-05,all,1414
2023-01-06,all,1179
2023-01-07,all,1824
2023-01-08,all,2797
2023-01-09,all,853
2023-01-10,all,1343
2023-01-11,all,1674
2023-01-12,all,1447
2023-01-13,all,966
2023-01-14,all,2006
2023-01-15,all,2573
2023-01-16,all,956
2023-01-17,all,1557
2023-01-18,all,1646
2023-01-19,all,1563
2023-01-20,all,1025
2023-01-21,all,1257
2023-01-22,all,1003
2023-01-23,all,1246
2023-01-24,all,1296
2023-01-25,all,1211
2023-01-26,all,1532
2023-01-27,all,947
2023-01-28,all,1862
2023-01-29,all,2396
2023-01-30,all,914
2023-01-31,all,1386
2023-02-01,all,1705
2023-02-02,all,1547
2023-02-03,all,699
