Date,Blood Type,Donations
2022-10-27,o,567
2022-10-28,o,435
2022-10-29,o,698
2022-10-30,o,1107
2022-10-31,o,416
2022-11-01,o,403
2022-11-02,o,704
2022-11-03,o,555
2022-11-04,o,379
2022-11-05,o,817
2022-11-06,o,1215
2022-11-07,o,421
2022-11-08,o,546
2022-11-09,o,644
2022-11-10,o,689
2022-11-11,o,403
2022-11-12,o,1162
2022-11-13,o,1066
2022-11-14,o,443
2022-11-15,o,606
2022-11-16,o,678
2022-11-17,o,456
2022-11-18,o,305
2022-11-19,o,120
2022-11-20,o,643
2022-11-21,o,344
2022-11-22,o,541
2022-11-23,o,662
2022-11-24,o,680
2022-11-25,o,505
2022-11-26,o,705
2022-11-27,o,926
2022-11-28,o,360
2022-11-29,o,646
2022-11-30,o,589
2022-12-01,o,590
2022-12-02,o,487
2022-12-03,o,817
2022-12-04,o,1332
2022-12-05,o,391
2022-12-06,o,602
2022-12-07,o,663
2022-12-08,o,519
2022-12-09,o,434
2022-12-10,o,763
2022-12-11,o,1161
2022-12-12,o,551
2022-12-13,o,574
2022-12-14,o,701
2022-12-15,o,504
2022-12-16,o,480
2022-12-17,o,958
2022-12-18,o,1172
2022-12-19,o,352
2022-12-20,o,785
2022-12-21,o,669
2022-12-22,o,548
2022-12-23,o,438
2022-12-24,o,641
2022-12-25,o,863
2022-12-26,o,715
2022-12-27,o,485
2022-12-28,o,689
2022-12-29,o,589
2022-12-30,o,606
2022-12-31,o,795
2023-01-01,o,1167
2023-01-02,o,677
2023-01-03,o,353
2023-01-04,o,626
2023-01-05,o,595
2023-01-06,o,523
2023-01-07,o,822
2023-01-08,o,1204
2023-01-09,o,357
2023-01-10,o,560
2023-01-11,o,694
2023-01-12,o,603
2023-01-13,o,380
2023-01-14,o,860
2023-01-15,o,1082
2023-01-16,o,409
2023-01-17,o,642
2023-01-18,o,697
2023-01-19,o,630
2023-01-20,o,432
2023-01-21,o,541
2023-01-22,o,414
2023-01-23,o,541
2023-01-24,o,539
2023-01-25,o,541
2023-01-26,o,658
2023-01-27,o,432
2023-01-28,o,813
2023-01-29,o,1014
2023-01-30,o,386
2023-01-31,o,574
2023-02-01,o,681
2023-02-02,o,657
2023-02-03,o,313
2023-02-04,o,961
2023-02-05,o,1561
2023-02-06,o,511
2023-02-07,o,462
2023-02-08,o,572
2023-02-09,o,655
2023-02-10,o,398
2023-02-11,o,993
2023-02-12,o,1192
2023-02-13,o,341
2023-02-14,o,531
2023-02-15,o,636
2023-02-16,o,780
2023-02-17,o,584
2023-02-18,o,999
2023-02-19,o,1197
2023-02-20,o,446
2023-02-21,o,624
2023-02-22,o,568
2023-02-23,o,718
2023-02-24,o,320
2023-02-25,o,919
2023-02-26,o,1382
2023-02-27,o,591
2023-02-28,o,713
2023-03-01,o,530
2023-03-02,o,610
2023-03-03,o,413
2023-03-04,o,905
2023-03-05,o,1322
2023-03-06,o,485
2023-03-07,o,646
2023-03-08,o,785
2023-03-09,o,690
2023-03-10,o,624
2023-03-11,o,979
2023-03-12,o,1509
2023-03-13,o,625
2023-03-14,o,698
2023-03-15,o,790
2023-03-16,o,788
2023-03-17,o,519
2023-03-18,o,1150
2023-03-19,o,1565
2023-03-20,o,640
2023-03-21,o,1012
2023-03-22,o,1052
2023-03-23,o,279
2023-03-24,o,318
2023-03-25,o,677
2023-03-26,o,970
2023-03-27,o,290
2023-03-28,o,427
2023-03-29,o,447
2023-03-30,o,476
2023-03-31,o,399
2023-04-01,o,713
2023-04-02,o,1065
2023-04-03,o,295
2023-04-04,o,420
2023-04-05,o,383
2023-04-06,o,501
2023-04-07,o,408
2023-04-08,o,726
2023-04-09,o,1384
2023-04-10,o,266
2023-04-11,o,476
2023-04-12,o,494
2023-04-13,o,424
2023-04-14,o,371
2023-04-15,o,672
2023-04-16,o,1297
2023-04-17,o,377
2023-04-18,o,428
2023-04-19,o,381
2023-04-20,o,349
2023-04-21,o,107
2023-04-22,o,2
2023-04-23,o,138
2023-04-24,o,355
2023-04-25,o,482
2023-04-26,o,515
2023-04-27,o,535
2023-04-28,o,492
2023-04-29,o,788
2023-04-30,o,1188
2023-05-01,o,1729
2023-05-02,o,309
2023-05-03,o,475
2023-05-04,o,1310
2023-05-05,o,336
2023-05-06,o,790
2023-05-07,o,1264
2023-05-08,o,431
2023-05-09,o,535
2023-05-10,o,687
2023-05-11,o,589
2023-05-12,o,431
2023-05-13,o,731
2023-05-14,o,1187
2023-05-15,o,398
2023-05-16,o,491
2023-05-17,o,626
2023-05-18,o,485
2023-05-19,o,433
2023-05-20,o,1012
2023-05-21,o,1392
2023-05-22,o,457
2023-05-23,o,539
2023-05-24,o,575
2023-05-25,o,546
2023-05-26,o,400
2023-05-27,o,816
2023-05-28,o,1164
2023-05-29,o,499
2023-05-30,o,587
2023-05-31,o,623
2023-06-01,o,509
2023-06-02,o,372
2023-06-03,o,751
2023-06-04,o,1190
2023-06-05,o,758
2023-06-06,o,502
2023-06-07,o,626
2023-06-08,o,723
2023-06-09,o,533
2023-06-10,o,742
2023-06-11,o,1577
2023-06-12,o,512
2023-06-13,o,699
2023-06-14,o,1360
2023-06-15,o,667
2023-06-16,o,931
2023-06-17,o,1180
2023-06-18,o,1699
2023-06-19,o,486
2023-06-20,o,586
2023-06-21,o,829
2023-06-22,o,657
2023-06-23,o,510
2023-06-24,o,1087
2023-06-25,o,1253
2023-06-26,o,580
2023-06-27,o,570
2023-06-28,o,353
2023-06-29,o,214
2023-06-30,o,311
2023-07-01,o,678
2023-07-02,o,1061
2023-07-03,o,437
2023-07-04,o,620
2023-07-05,o,686
2023-07-06,o,698
2023-07-07,o,434
2023-07-08,o,892
2023-07-09,o,1230
2023-07-10,o,438
2023-07-11,o,611
2023-07-12,o,607
2023-07-13,o,541
2023-07-14,o,432
2023-07-15,o,896
2023-07-16,o,1226
2023-07-17,o,386
2023-07-18,o,628
2023-07-19,o,669
2023-07-20,o,503
2023-07-21,o,340
2023-07-22,o,924
2023-07-23,o,1058
2023-07-24,o,393
2023-07-25,o,561
2023-07-26,o,547
2023-07-27,o,492
2023-07-28,o,460
2023-07-29,o,749
2023-07-30,o,1068
2023-07-31,o,364
2023-08-01,o,492
2023-08-02,o,583
2023-08-03,o,466
2023-08-04,o,531
2023-08-05,o,1049
2023-08-06,o,1150
2023-08-07,o,370
2023-08-08,o,540
2023-08-09,o,674
2023-08-10,o,592
2023-08-11,o,355
2023-08-12,o,512
2023-08-13,o,1304
2023-08-14,o,388
2023-08-15,o,655
2023-08-16,o,775
2023-08-17,o,674
2023-08-18,o,399
2023-08-19,o,829
2023-08-20,o,1250
2023-08-21,o,384
2023-08-22,o,582
2023-08-23,o,667
2023-08-24,o,742
2023-08-25,o,378
2023-08-26,o,760
2023-08-27,o,1004
2023-08-28,o,443
2023-08-29,o,525
2023-08-30,o,526
2023-08-31,o,1339
2023-09-01,o,281
2023-09-02,o,622
2023-09-03,o,1187
2023-09-04,o,323
2023-09-05,o,461
2023-09-06,o,602
2023-09-07,o,583
2023-09-08,o,289
2023-09-09,o,789
2023-09-10,o,1162
2023-09-11,o,411
2023-09-12,o,543
2023-09-13,o,743
2023-09-14,o,679
2023-09-15,o,408
2023-09-16,o,1152
2023-09-17,o,1351
2023-09-18,o,524
2023-09-19,o,758
2023-09-20,o,600
2023-09-21,o,787
2023-09-22,o,344
2023-09-23,o,880
2023-09-24,o,1240
2023-09-25,o,442
2023-09-26,o,520
2023-09-27,o,624
2023-09-28,o,672
2023-09-29,o,346
2023-09-30,o,641
2023-10-01,o,1106
2023-10-02,o,333
2023-10-03,o,460
2023-10-04,o,617
2023-10-05,o,505
2023-10-06,o,402
2023-10-07,o,725
2023-10-08,o,1142
2023-10-09,o,402
2023-10-10,o,512
2023-10-11,o,586
2023-10-12,o,676
2023-10-13,o,317
2023-10-14,o,860
2023-10-15,o,1198
2023-10-16,o,455
2023-10-17,o,476
2023-10-18,o,793
2023-10-19,o,670
2023-10-20,o,309
2023-10-21,o,925
2023-10-22,o,983
2023-10-23,o,404
2023-10-24,o,509
2023-10-25,o,639
2023-10-26,o,622
2023-10-27,o,371
2023-10-28,o,858
2023-10-29,o,1344
2023-10-30,o,362
2023-10-31,o,634
2023-11-01,o,817
2023-11-02,o,666
2023-11-03,o,291
2023-11-04,o,968
2023-11-05,o,1206
2023-11-06,o,374
2023-11-07,o,682
2023-11-08,o,591
2023-11-09,o,566
2023-11-10,o,201
2023-11-11,o,1185
2023-11-12,o,921
2023-11-13,o,605
2023-11-14,o,445
2023-11-15,o,654
2023-11-16,o,629
2023-11-17,o,453
2023-11-18,o,754
2023-11-19,o,1213
2023-11-20,o,402
2023-11-21,o,550
2023-11-22,o,562
2023-11-23,o,564
2023-11-24,o,309
2023-11-25,o,814
2023-11-26,o,1074
2023-11-27,o,377
2023-11-28,o,500
2023-11-29,o,544
2023-11-30,o,563
2023-12-01,o,333
2023-12-02,o,693
2023-12-03,o,1136
2023-12-04,o,374
2023-12-05,o,465
2023-12-06,o,711
2023-12-07,o,667
2023-12-08,o,357
2023-12-09,o,756
2023-12-10,o,1234
2023-12-11,o,520
2023-12-12,o,561
2023-12-13,o,679
2023-12-14,o,569
2023-12-15,o,353
2023-12-16,o,701
2023-12-17,o,1239
2023-12-18,o,435
2023-12-19,o,545
2023-12-20,o,663
2023-12-21,o,515
2023-12-22,o,418
2023-12-23,o,665
2023-12-24,o,832
2023-12-25,o,735
2023-12-26,o,474
2023-12-27,o,573
2023-12-28,o,593
2023-12-29,o,534
2023-12-30,o,845
2023-12-31,o,1140
2024-01-01,o,968
2024-01-02,o,341
2024-01-03,o,426
2024-01-04,o,486
2024-01-05,o,406
2024-01-06,o,800
2024-01-07,o,1225
2024-01-08,o,422
2024-01-09,o,552
2024-01-10,o,609
2024-01-11,o,687
2024-01-12,o,491
2024-01-13,o,941
2024-01-14,o,1194
2024-01-15,o,454
2024-01-16,o,639
2024-01-17,o,723
2024-01-18,o,669
2024-01-19,o,438
2024-01-20,o,800
2024-01-21,o,1217
2024-01-22,o,372
2024-01-23,o,575
2024-01-24,o,585
2024-01-25,o,1280
2024-01-26,o,353
2024-01-27,o,773
2024-01-28,o,1150
2024-01-29,o,428
2024-01-30,o,527
2024-01-31,o,571
2024-02-01,o,552
2024-02-02,o,326
2024-02-03,o,850
2024-02-04,o,1022
2024-02-05,o,405
2024-02-06,o,670
2024-02-07,o,663
2024-02-08,o,655
2024-02-09,o,482
2024-02-10,o,584
2024-02-11,o,546
2024-02-12,o,631
2024-02-13,o,649
2024-02-14,o,853
2024-02-15,o,615
2024-02-16,o,481
2024-02-17,o,744
2024-02-18,o,1012
2024-02-19,o,605
2024-02-20,o,715
2024-02-21,o,691
2024-02-22,o,827
2024-02-23,o,460
2024-02-24,o,858
2024-02-25,o,1290
2024-02-26,o,549
2024-02-27,o,726
2024-02-28,o,740
2024-02-29,o,827
2024-03-01,o,613
2024-03-02,o,1062
2024-03-03,o,1495
2024-03-04,o,692
2024-03-05,o,768
2024-03-06,o,874
2024-03-07,o,999
2024-03-08,o,730
2024-03-09,o,1098
2024-03-10,o,1641
2024-03-11,o,763
2024-03-12,o,147
2024-03-13,o,412
2024-03-14,o,392
2024-03-15,o,337
2024-03-16,o,713
2024-03-17,o,1432
2024-03-18,o,288
2024-03-19,o,447
2024-03-20,o,515
2024-03-21,o,449
2024-03-22,o,347
2024-03-23,o,693
2024-03-24,o,1220
2024-03-25,o,324
2024-03-26,o,525
2024-03-27,o,432
2024-03-28,o,569
2024-03-29,o,542
2024-03-30,o,701
2024-03-31,o,1108
2024-04-01,o,426
2024-04-02,o,483
2024-04-03,o,452
2024-04-04,o,503
2024-04-05,o,414
2024-04-06,o,882
2024-04-07,o,1327
2024-04-08,o,336
2024-04-09,o,215
2024-04-10,o,0
2024-04-11,o,101
2024-04-12,o,350
2024-04-13,o,589
2024-04-14,o,1164
2024-04-15,o,348
2024-04-16,o,528
2024-04-17,o,643
2024-04-18,o,518
2024-04-19,o,414
2024-04-20,o,946
2024-04-21,o,1746
2024-04-22,o,405
2024-04-23,o,462
2024-04-24,o,565
2024-04-25,o,639
2024-04-26,o,437
2024-04-27,o,1010
2024-04-28,o,1459
2024-04-29,o,478
2024-04-30,o,514
2024-05-01,o,1713
2024-05-02,o,289
2024-05-03,o,335
2024-05-04,o,878
2024-05-05,o,1197
2024-05-06,o,313
2024-05-07,o,637
2024-05-08,o,724
2024-05-09,o,636
2024-05-10,o,451
2024-05-11,o,977
2024-05-12,o,1232
2024-05-13,o,515
2024-05-14,o,669
2024-05-15,o,761
2024-05-16,o,623
2024-05-17,o,617
2024-05-18,o,828
2024-05-19,o,1265
2024-05-20,o,461
2024-05-21,o,661
2024-05-22,o,1465
2024-05-23,o,573
2024-05-24,o,425
2024-05-25,o,739
2024-05-26,o,1058
2024-05-27,o,444
2024-05-28,o,538
2024-05-29,o,559
2024-05-30,o,661
2024-05-31,o,437
2024-06-01,o,605
2024-06-02,o,1049
2024-06-03,o,740
2024-06-04,o,472
2024-06-05,o,662
2024-06-06,o,818
2024-06-07,o,435
2024-06-08,o,840
2024-06-09,o,1491
2024-06-10,o,415
2024-06-11,o,707
2024-06-12,o,672
2024-06-13,o,630
2024-06-14,o,865
2024-06-15,o,1025
2024-06-16,o,773
2024-06-17,o,167
2024-06-18,o,344
2024-06-19,o,658
2024-06-20,o,610
2024-06-21,o,559
2024-06-22,o,864
2024-06-23,o,1435
2024-06-24,o,461
2024-06-25,o,728
2024-06-26,o,719
2024-06-27,o,501
2024-06-28,o,343
2024-06-29,o,828
2024-06-30,o,1203
2024-07-01,o,368
2024-07-02,o,527
2024-07-03,o,598
2024-07-04,o,473
2024-07-05,o,388
2024-07-06,o,1025
2024-07-07,o,945
2024-07-08,o,543
2024-07-09,o,494
2024-07-10,o,598
2024-07-11,o,529
2024-07-12,o,538
2024-07-13,o,892
2024-07-14,o,1527
2024-07-15,o,619
2024-07-16,o,472
2024-07-17,o,594
2024-07-18,o,656
2024-07-19,o,412
2024-07-20,o,666
2024-07-21,o,1225
2024-07-22,o,654
2024-07-23,o,487
2024-07-24,o,661
2024-07-25,o,654
2024-07-26,o,446
2024-07-27,o,809
2024-07-28,o,1173
2024-07-29,o,331
2024-07-30,o,553
2024-07-31,o,452
2024-08-01,o,522
2024-08-02,o,466
2024-08-03,o,772
2024-08-04,o,1055
2024-08-05,o,354
2024-08-06,o,703
2024-08-07,o,624
2024-08-08,o,758
2024-08-09,o,300
2024-08-10,o,769
2024-08-11,o,1251
2024-08-12,o,522
2024-08-13,o,595
2024-08-14,o,524
2024-08-15,o,661
2024-08-16,o,376
2024-08-17,o,667
2024-08-18,o,1295
2024-08-19,o,377
2024-08-20,o,512
2024-08-21,o,728
2024-08-22,o,686
2024-08-23,o,372
2024-08-24,o,1029
2024-08-25,o,1166
2024-08-26,o,396
2024-08-27,o,487
2024-08-28,o,682
2024-08-29,o,717
2024-08-30,o,443
2024-08-31,o,1297
2024-09-01,o,1150
2024-09-02,o,315
2024-09-03,o,547
2024-09-04,o,504
2024-09-05,o,610
2024-09-06,o,478
2024-09-07,o,963
2024-09-08,o,1310
2024-09-09,o,440
2024-09-10,o,495
2024-09-11,o,633
2024-09-12,o,692
2024-09-13,o,467
2024-09-14,o,596
2024-09-15,o,946
2024-09-16,o,985
2024-09-17,o,467
2024-09-18,o,482
2024-09-19,o,495
2024-09-20,o,339
2024-09-21,o,740
2024-09-22,o,1246
2024-09-23,o,426
2024-09-24,o,655
2024-09-25,o,672
2024-09-26,o,634
2024-09-27,o,411
2024-09-28,o,834
2024-09-29,o,1282
2024-09-30,o,396
2024-10-01,o,599
2024-10-02,o,572
2024-10-03,o,724
2024-10-04,o,357
2024-10-05,o,885
2024-10-06,o,1272
2024-10-07,o,393
2024-10-08,o,431
2024-10-09,o,605
2024-10-10,o,717
2024-10-11,o,319
2024-10-12,o,747
2024-10-13,o,1165
2024-10-14,o,459
2024-10-15,o,551
2024-10-16,o,610
2024-10-17,o,724
2024-10-18,o,508
2024-10-19,o,937
2024-10-20,o,1295
2024-10-21,o,522
2024-10-22,o,783
2024-10-23,o,829
2024-10-24,o,611
2024-10-25,o,381
2024-10-26,o,814
2024-10-27,o,1140
2024-10-28,o,464
2024-10-29,o,470
2024-10-30,o,521
2024-10-31,o,935
2024-11-01,o,426
2024-11-02,o,647
2024-11-03,o,1206
2024-11-04,o,352
2024-11-05,o,603
2024-11-06,o,638
2024-11-07,o,388
2024-11-08,o,454
2024-11-09,o,872
2024-11-10,o,1165
2024-11-11,o,431
2024-11-12,o,576
2024-11-13,o,728
2024-11-14,o,706
2024-11-15,o,380
2024-11-16,o,1358
2024-11-17,o,1243
2024-11-18,o,551
2024-11-19,o,700
2024-11-20,o,653
2024-11-21,o,701
2024-11-22,o,336
2024-11-23,o,802
2024-11-24,o,1123
2024-11-25,o,392
2024-11-26,o,653
2024-11-27,o,567
2024-11-28,o,639
2024-11-29,o,379
2024-11-30,o,840
2024-12-01,o,1208
2024-12-02,o,358
2024-12-03,o,660
2024-12-04,o,679
2024-12-05,o,742
2024-12-06,o,396
2024-12-07,o,837
2024-12-08,o,1154
2024-12-09,o,400
2024-12-10,o,605
2024-12-11,o,805
2024-12-12,o,701
2024-12-13,o,353
2024-12-14,o,820
2024-12-15,o,1182
2024-12-16,o,351
2024-12-17,o,582
2024-12-18,o,693
2024-12-19,o,682
2024-12-20,o,347
2024-12-21,o,740
2024-12-22,o,1037
2024-12-23,o,376
2024-12-24,o,437
2024-12-25,o,818
2024-12-26,o,526
2024-12-27,o,440
2024-12-28,o,724
2024-12-29,o,1192
2024-12-30,o,459
2024-12-31,o,731
2010-01-01,ab,49
2010-01-02,ab,29
2010-01-03,ab,74
2010-01-04,ab,23
2010-01-05,ab,77
2010-01-06,ab,62
2010-01-07,ab,72
2010-01-08,ab,55
2010-01-09,ab,91
2010-01-10,ab,135
2010-01-11,ab,125
2010-01-12,ab,103
2010-01-13,ab,124
2010-01-14,ab,115
2010-01-15,ab,55
2010-01-16,ab,82
2010-01-17,ab,79
2010-01-18,ab,54
2010-01-19,ab,76
2010-01-20,ab,155
2010-01-21,ab,160
2010-01-22,ab,125
2010-01-23,ab,63
2010-01-24,ab,106
2010-01-25,ab,74
2010-01-26,ab,58
2010-01-27,ab,99
2010-01-28,ab,126
2010-01-29,ab,61
2010-01-30,ab,144
2010-01-31,ab,74
2010-02-01,ab,56
2010-02-02,ab,93
2010-02-03,ab,119
2010-02-04,ab,133
2010-02-05,ab,47
2010-02-06,ab,101
2010-02-07,ab,76
2010-02-08,ab,71
2010-02-09,ab,100
2010-02-10,ab,90
2010-02-11,ab,131
2010-02-12,ab,42
2010-02-13,ab,59
2010-02-14,ab,19
2010-02-15,ab,25
2010-02-16,ab,38
2010-02-17,ab,57
2010-02-18,ab,76
2010-02-19,ab,33
2010-02-20,ab,54
2010-02-21,ab,44
2010-02-22,ab,50
2010-02-23,ab,95
2010-02-24,ab,106
2010-02-25,ab,71
2010-02-26,ab,43
2010-02-27,ab,192
2010-02-28,ab,64
2010-03-01,ab,47
2010-03-02,ab,68
2010-03-03,ab,66
2010-03-04,ab,89
2010-03-05,ab,44
2010-03-06,ab,84
2010-03-07,ab,93
2010-03-08,ab,68
2010-03-09,ab,140
2010-03-10,ab,102
2010-03-11,ab,113
2010-03-12,ab,46
2010-03-13,ab,70
2010-03-14,ab,118
2010-03-15,ab,53
2010-03-16,ab,71
2010-03-17,ab,104
2010-03-18,ab,61
2010-03-19,ab,58
2010-03-20,ab,45
2010-03-21,ab,122
2010-03-22,ab,24
2010-03-23,ab,68
2010-03-24,ab,100
2010-03-25,ab,88
2010-03-26,ab,76
2010-03-27,ab,73
2010-03-28,ab,83
2010-03-29,ab,64
2010-03-30,ab,70
2010-03-31,ab,79
2010-04-01,ab,88
2010-04-02,ab,35
2010-04-03,ab,44
2010-04-04,ab,82
2010-04-05,ab,49
2010-04-06,ab,46
2010-04-07,ab,81
2010-04-08,ab,119
2010-04-09,ab,37
2010-04-10,ab,49
2010-04-11,ab,121
2010-04-12,ab,43
2010-04-13,ab,64
2010-04-14,ab,83
2010-04-15,ab,104
2010-04-16,ab,43
2010-04-17,ab,81
2010-04-18,ab,115
2010-04-19,ab,34
2010-04-20,ab,79
2010-04-21,ab,58
2010-04-22,ab,128
2010-04-23,ab,41
2010-04-24,ab,60
2010-04-25,ab,96
2010-04-26,ab,33
2010-04-27,ab,57
2010-04-28,ab,83
2010-04-29,ab,81
2010-04-30,ab,31
2010-05-01,ab,142
2010-05-02,ab,60
2010-05-03,ab,27
2010-05-04,ab,47
2010-05-05,ab,63
2010-05-06,ab,90
2010-05-07,ab,37
2010-05-08,ab,96
2010-05-09,ab,103
2010-05-10,ab,35
2010-05-11,ab,38
2010-05-12,ab,52
2010-05-13,ab,76
2010-05-14,ab,47
2010-05-15,ab,81
2010-05-16,ab,87
2010-05-17,ab,32
2010-05-18,ab,81
2010-05-19,ab,106
2010-05-20,ab,96
2010-05-21,ab,63
2010-05-22,ab,181
2010-05-23,ab,63
2010-05-24,ab,246
2010-05-25,ab,72
2010-05-26,ab,48
2010-05-27,ab,47
2010-05-28,ab,134
2010-05-29,ab,66
2010-05-30,ab,70
2010-05-31,ab,36
2010-06-01,ab,25
2010-06-02,ab,107
2010-06-03,ab,67
2010-06-04,ab,62
2010-06-05,ab,41
2010-06-06,ab,62
2010-06-07,ab,34
2010-06-08,ab,49
2010-06-09,ab,56
2010-06-10,ab,50
2010-06-11,ab,37
2010-06-12,ab,64
2010-06-13,ab,108
2010-06-14,ab,49
2010-06-15,ab,45
2010-06-16,ab,68
2010-06-17,ab,86
2010-06-18,ab,38
2010-06-19,ab,50
2010-06-20,ab,114
2010-06-21,ab,40
2010-06-22,ab,45
2010-06-23,ab,69
2010-06-24,ab,98
2010-06-25,ab,63
2010-06-26,ab,81
2010-06-27,ab,96
2010-06-28,ab,64
2010-06-29,ab,80
2010-06-30,ab,63
2010-07-01,ab,43
2010-07-02,ab,16
2010-07-03,ab,73
2010-07-04,ab,107
2010-07-05,ab,35
2010-07-06,ab,76
2010-07-07,ab,67
2010-07-08,ab,77
2010-07-09,ab,26
2010-07-10,ab,65
2010-07-11,ab,95
2010-07-12,ab,32
2010-07-13,ab,68
2010-07-14,ab,87
2010-07-15,ab,84
2010-07-16,ab,75
2010-07-17,ab,60
2010-07-18,ab,112
2010-07-19,ab,70
2010-07-20,ab,79
2010-07-21,ab,90
2010-07-22,ab,107
2010-07-23,ab,46
2010-07-24,ab,94
2010-07-25,ab,91
2010-07-26,ab,73
2010-07-27,ab,102
2010-07-28,ab,88
2010-07-29,ab,131
2010-07-30,ab,91
2010-07-31,ab,157
2010-08-01,ab,85
2010-08-02,ab,71
2010-08-03,ab,145
2010-08-04,ab,119
2010-08-05,ab,115
2010-08-06,ab,81
2010-08-07,ab,123
2010-08-08,ab,196
2010-08-09,ab,108
2010-08-10,ab,75
2010-08-11,ab,29
2010-08-12,ab,22
2010-08-13,ab,36
2010-08-14,ab,10
2010-08-15,ab,122
2010-08-16,ab,16
2010-08-17,ab,22
2010-08-18,ab,30
2010-08-19,ab,26
2010-08-20,ab,34
2010-08-21,ab,29
2010-08-22,ab,117
2010-08-23,ab,23
2010-08-24,ab,63
2010-08-25,ab,53
2010-08-26,ab,58
2010-08-27,ab,39
2010-08-28,ab,39
2010-08-29,ab,99
2010-08-30,ab,42
2010-08-31,ab,36
2010-09-01,ab,26
2010-09-02,ab,21
2010-09-03,ab,51
2010-09-04,ab,46
2010-09-05,ab,91
2010-09-06,ab,18
2010-09-07,ab,27
2010-09-08,ab,31
2010-09-09,ab,9
2010-09-10,ab,0
2010-09-11,ab,0
2010-09-12,ab,54
2010-09-13,ab,26
2010-09-14,ab,39
2010-09-15,ab,40
2010-09-16,ab,35
2010-09-17,ab,37
2010-09-18,ab,164
2010-09-19,ab,119
2010-09-20,ab,49
2010-09-21,ab,58
2010-09-22,ab,78
2010-09-23,ab,90
2010-09-24,ab,70
2010-09-25,ab,59
2010-09-26,ab,144
2010-09-27,ab,55
2010-09-28,ab,76
2010-09-29,ab,84
2010-09-30,ab,63
2010-10-01,ab,59
2010-10-02,ab,87
2010-10-03,ab,97
2010-10-04,ab,55
2010-10-05,ab,83
2010-10-06,ab,112
2010-10-07,ab,66
2010-10-08,ab,49
2010-10-09,ab,77
2010-10-10,ab,120
2010-10-11,ab,58
2010-10-12,ab,62
2010-10-13,ab,104
2010-10-14,ab,95
2010-10-15,ab,49
2010-10-16,ab,70
2010-10-17,ab,86
2010-10-18,ab,91
2010-10-19,ab,71
2010-10-20,ab,112
2010-10-21,ab,86
2010-10-22,ab,30
2010-10-23,ab,61
2010-10-24,ab,144
2010-10-25,ab,48
2010-10-26,ab,63
2010-10-27,ab,106
2010-10-28,ab,72
2010-10-29,ab,66
2010-10-30,ab,44
2010-10-31,ab,95
2010-11-01,ab,81
2010-11-02,ab,56
2010-11-03,ab,62
2010-11-04,ab,55
2010-11-05,ab,57
2010-11-06,ab,45
2010-11-07,ab,60
2010-11-08,ab,55
2010-11-09,ab,85
2010-11-10,ab,98
2010-11-11,ab,101
2010-11-12,ab,53
2010-11-13,ab,52
2010-11-14,ab,112
2010-11-15,ab,41
2010-11-16,ab,36
2010-11-17,ab,2
2010-11-18,ab,22
2010-11-19,ab,38
2010-11-20,ab,56
2010-11-21,ab,110
2010-11-22,ab,36
2010-11-23,ab,67
2010-11-24,ab,66
2010-11-25,ab,113
2010-11-26,ab,56
2010-11-27,ab,46
2010-11-28,ab,90
2010-11-29,ab,61
2010-11-30,ab,68
2010-12-01,ab,57
2010-12-02,ab,92
2010-12-03,ab,70
2010-12-04,ab,56
2010-12-05,ab,99
2010-12-06,ab,43
2010-12-07,ab,41
2010-12-08,ab,64
2010-12-09,ab,44
2010-12-10,ab,44
2010-12-11,ab,69
2010-12-12,ab,134
2010-12-13,ab,44
2010-12-14,ab,83
2010-12-15,ab,78
2010-12-16,ab,102
2010-12-17,ab,54
2010-12-18,ab,55
2010-12-19,ab,104
2010-12-20,ab,60
2010-12-21,ab,86
2010-12-22,ab,70
2010-12-23,ab,43
2010-12-24,ab,27
2010-12-25,ab,34
2010-12-26,ab,70
2010-12-27,ab,56
2010-12-28,ab,56
2010-12-29,ab,66
2010-12-30,ab,56
2010-12-31,ab,21
2011-01-01,ab,46
2011-01-02,ab,58
2011-01-03,ab,31
2011-01-04,ab,54
2011-01-05,ab,74
2011-01-06,ab,89
2011-01-07,ab,58
2011-01-08,ab,75
2011-01-09,ab,109
2011-01-10,ab,65
2011-01-11,ab,114
2011-01-12,ab,95
2011-01-13,ab,101
2011-01-14,ab,35
2011-01-15,ab,60
2011-01-16,ab,73
2011-01-17,ab,83
2011-01-18,ab,102
2011-01-19,ab,105
2011-01-20,ab,134
2011-01-21,ab,86
2011-01-22,ab,58
2011-01-23,ab,60
2011-01-24,ab,87
2011-01-25,ab,118
2011-01-26,ab,97
2011-01-27,ab,121
2011-01-28,ab,54
2011-01-29,ab,53
2011-01-30,ab,50
2011-01-31,ab,49
2011-02-01,ab,63
2011-02-02,ab,37
2011-02-03,ab,21
2011-02-04,ab,24
2011-02-05,ab,46
2011-02-06,ab,40
2011-02-07,ab,57
2011-02-08,ab,70
2011-02-09,ab,88
2011-02-10,ab,110
2011-02-11,ab,24
2011-02-12,ab,110
2011-02-13,ab,60
2011-02-14,ab,48
2011-02-15,ab,47
2011-02-16,ab,125
2011-02-17,ab,123
2011-02-18,ab,50
2011-02-19,ab,73
2011-02-20,ab,100
2011-02-21,ab,53
2011-02-22,ab,95
2011-02-23,ab,93
2011-02-24,ab,119
2011-02-25,ab,65
2011-02-26,ab,104
2011-02-27,ab,106
2011-02-28,ab,60
