Year,Hospital,State,Age Group,New Donors
2019,Hospital Sultanah Aminah,Johor,17-24,4069
2019,Hospital Sultanah Aminah,Johor,25-29,1790
2019,Hospital Sultanah Aminah,Johor,30-34,1465
2019,Hospital Sultanah Aminah,Johor,35-39,1399
2019,Hospital Sultanah Aminah,Johor,40-44,1013
2019,Hospital Sultanah Aminah,Johor,45-49,677
2019,Hospital Sultanah Aminah,Johor,50-54,420
2019,Hospital Sultanah Aminah,Johor,55-59,211
2019,Hospital Sultanah Aminah,Johor,60-64,22
2019,Hospital Sultanah Aminah,Johor,other,50
2019,Hospital Sultanah Bahiyah,Kedah,17-24,6196
2019,Hospital Sultanah Bahiyah,Kedah,25-29,1251
2019,Hospital Sultanah Bahiyah,Kedah,30-34,1068
2019,Hospital Sultanah Bahiyah,Kedah,35-39,958
2019,Hospital Sultanah Bahiyah,Kedah,40-44,692
2019,Hospital Sultanah Bahiyah,Kedah,45-49,468
2019,Hospital Sultanah Bahiyah,Kedah,50-54,280
2019,Hospital Sultanah Bahiyah,Kedah,55-59,151
2019,Hospital Sultanah Bahiyah,Kedah,60-64,9
2019,Hospital Sultanah Bahiyah,Kedah,other,15
2019,Hospital Sultanah Nora Ismail,Johor,17-24,825
2019,Hospital Sultanah Nora Ismail,Johor,25-29,309
2019,Hospital Sultanah Nora Ismail,Johor,30-34,279
2019,Hospital Sultanah Nora Ismail,Johor,35-39,271
2019,Hospital Sultanah Nora Ismail,Johor,40-44,198
2019,Hospital Sultanah Nora Ismail,Johor,45-49,163
2019,Hospital Sultanah Nora Ismail,Johor,50-54,124
2019,Hospital Sultanah Nora Ismail,Johor,55-59,67
2019,Hospital Sultanah Nora Ismail,Johor,60-64,17
2019,Hospital Sultanah Nora Ismail,Johor,other,7
2019,Hospital Sultanah Nur Zahirah,Terengganu,17-24,3681
2019,Hospital Sultanah Nur Zahirah,Terengganu,25-29,565
2019,Hospital Sultanah Nur Zahirah,Terengganu,30-34,415
2019,Hospital Sultanah Nur Zahirah,Terengganu,35-39,405
2019,Hospital Sultanah Nur Zahirah,Terengganu,40-44,222
2019,Hospital Sultanah Nur Zahirah,Terengganu,45-49,173
2019,Hospital Sultanah Nur Zahirah,Terengganu,50-54,101
2019,Hospital Sultanah Nur Zahirah,Terengganu,55-59,52
2019,Hospital Sultanah Nur Zahirah,Terengganu,60-64,9
2019,Hospital Sultanah Nur Zahirah,Terengganu,other,1
2019,Hospital Taiping,Perak,17-24,900
2019,Hospital Taiping,Perak,25-29,308
2019,Hospital Taiping,Perak,30-34,278
2019,Hospital Taiping,Perak,35-39,259
2019,Hospital Taiping,Perak,40-44,174
2019,Hospital Taiping,Perak,45-49,139
2019,Hospital Taiping,Perak,50-54,84
2019,Hospital Taiping,Perak,55-59,40
2019,Hospital Taiping,Perak,60-64,3
2019,Hospital Taiping,Perak,other,6
2019,Hospital Tengku Ampuan Afzan,Pahang,17-24,2255
2019,Hospital Tengku Ampuan Afzan,Pahang,25-29,617
2019,Hospital Tengku Ampuan Afzan,Pahang,30-34,612
2019,Hospital Tengku Ampuan Afzan,Pahang,35-39,612
2019,Hospital Tengku Ampuan Afzan,Pahang,40-44,398
2019,Hospital Tengku Ampuan Afzan,Pahang,45-49,305
2019,Hospital Tengku Ampuan Afzan,Pahang,50-54,238
2019,Hospital Tengku Ampuan Afzan,Pahang,55-59,134
2019,Hospital Tengku Ampuan Afzan,Pahang,60-64,15
2019,Hospital Tengku Ampuan Rahimah,Selangor,17-24,3098
2019,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1294
2019,Hospital Tengku Ampuan Rahimah,Selangor,30-34,1046
2019,Hospital Tengku Ampuan Rahimah,Selangor,35-39,921
2019,Hospital Tengku Ampuan Rahimah,Selangor,40-44,652
2019,Hospital Tengku Ampuan Rahimah,Selangor,45-49,413
2019,Hospital Tengku Ampuan Rahimah,Selangor,50-54,243
2019,Hospital Tengku Ampuan Rahimah,Selangor,55-59,103
2019,Hospital Tengku Ampuan Rahimah,Selangor,60-64,6
2019,Hospital Tengku Ampuan Rahimah,Selangor,other,16
2019,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,2352
2019,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,695
2019,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,600
2019,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,502
2019,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,389
2019,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,249
2019,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,174
2019,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,94
2019,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,6
2019,Hospital Tuanku Jaafar,Negeri Sembilan,other,10
2020,Hospital Duchess Of Kent,Sabah,17-24,534
2020,Hospital Duchess Of Kent,Sabah,25-29,576
2020,Hospital Duchess Of Kent,Sabah,30-34,557
2020,Hospital Duchess Of Kent,Sabah,35-39,501
2020,Hospital Duchess Of Kent,Sabah,40-44,381
2020,Hospital Duchess Of Kent,Sabah,45-49,273
2020,Hospital Duchess Of Kent,Sabah,50-54,337
2020,Hospital Duchess Of Kent,Sabah,55-59,104
2020,Hospital Duchess Of Kent,Sabah,60-64,10
2020,Hospital Duchess Of Kent,Sabah,other,1
2020,Hospital Melaka,Melaka,17-24,2702
2020,Hospital Melaka,Melaka,25-29,1135
2020,Hospital Melaka,Melaka,30-34,720
2020,Hospital Melaka,Melaka,35-39,724
2020,Hospital Melaka,Melaka,40-44,485
2020,Hospital Melaka,Melaka,45-49,267
2020,Hospital Melaka,Melaka,50-54,176
2020,Hospital Melaka,Melaka,55-59,108
2020,Hospital Melaka,Melaka,60-64,8
2020,Hospital Melaka,Melaka,other,1
2020,Hospital Pulau Pinang,Pulau Pinang,17-24,1125
2020,Hospital Pulau Pinang,Pulau Pinang,25-29,813
2020,Hospital Pulau Pinang,Pulau Pinang,30-34,675
2020,Hospital Pulau Pinang,Pulau Pinang,35-39,678
2020,Hospital Pulau Pinang,Pulau Pinang,40-44,488
2020,Hospital Pulau Pinang,Pulau Pinang,45-49,329
2020,Hospital Pulau Pinang,Pulau Pinang,50-54,206
2020,Hospital Pulau Pinang,Pulau Pinang,55-59,100
2020,Hospital Pulau Pinang,Pulau Pinang,60-64,10
2020,Hospital Queen Elizabeth Ii,Sabah,17-24,1546
2020,Hospital Queen Elizabeth Ii,Sabah,25-29,740
2020,Hospital Queen Elizabeth Ii,Sabah,30-34,666
2020,Hospital Queen Elizabeth Ii,Sabah,35-39,617
2020,Hospital Queen Elizabeth Ii,Sabah,40-44,415
2020,Hospital Queen Elizabeth Ii,Sabah,45-49,276
2020,Hospital Queen Elizabeth Ii,Sabah,50-54,372
2020,Hospital Queen Elizabeth Ii,Sabah,55-59,91
2020,Hospital Queen Elizabeth Ii,Sabah,60-64,6
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,1720
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,665
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,521
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,437
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,279
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,176
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,121
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,71
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,6
2020,Hospital Raja Perempuan Zainab Ii,Kelantan,other,2
2020,Hospital Raja Permaisuri Bainun,Perak,17-24,1880
2020,Hospital Raja Permaisuri Bainun,Perak,25-29,760
2020,Hospital Raja Permaisuri Bainun,Perak,30-34,700
2020,Hospital Raja Permaisuri Bainun,Perak,35-39,655
2020,Hospital Raja Permaisuri Bainun,Perak,40-44,396
2020,Hospital Raja Permaisuri Bainun,Perak,45-49,260
2020,Hospital Raja Permaisuri Bainun,Perak,50-54,190
2020,Hospital Raja Permaisuri Bainun,Perak,55-59,107
2020,Hospital Raja Permaisuri Bainun,Perak,60-64,4
2020,Hospital Raja Permaisuri Bainun,Perak,other,1
2020,Hospital Seberang Jaya,Pulau Pinang,17-24,1125
2020,Hospital Seberang Jaya,Pulau Pinang,25-29,461
2020,Hospital Seberang Jaya,Pulau Pinang,30-34,388
2020,Hospital Seberang Jaya,Pulau Pinang,35-39,381
2020,Hospital Seberang Jaya,Pulau Pinang,40-44,283
2020,Hospital Seberang Jaya,Pulau Pinang,45-49,187
2020,Hospital Seberang Jaya,Pulau Pinang,50-54,109
2020,Hospital Seberang Jaya,Pulau Pinang,55-59,53
2020,Hospital Seberang Jaya,Pulau Pinang,60-64,2
2020,Hospital Seberang Jaya,Pulau Pinang,other,1
2020,Hospital Seri Manjung,Perak,17-24,569
2020,Hospital Seri Manjung,Perak,25-29,286
2020,Hospital Seri Manjung,Perak,30-34,159
2020,Hospital Seri Manjung,Perak,35-39,148
2020,Hospital Seri Manjung,Perak,40-44,108
2020,Hospital Seri Manjung,Perak,45-49,45
2020,Hospital Seri Manjung,Perak,50-54,91
2020,Hospital Seri Manjung,Perak,55-59,21
2020,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,703
2020,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,323
2020,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,284
2020,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,273
2020,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,162
2020,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,107
2020,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,71
2020,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,51
2020,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,2
2020,Hospital Sultanah Aminah,Johor,17-24,3036
2020,Hospital Sultanah Aminah,Johor,25-29,1683
2020,Hospital Sultanah Aminah,Johor,30-34,1438
2020,Hospital Sultanah Aminah,Johor,35-39,1273
2020,Hospital Sultanah Aminah,Johor,40-44,938
2020,Hospital Sultanah Aminah,Johor,45-49,607
2020,Hospital Sultanah Aminah,Johor,50-54,411
2020,Hospital Sultanah Aminah,Johor,55-59,211
2020,Hospital Sultanah Aminah,Johor,60-64,10
2020,Hospital Sultanah Aminah,Johor,other,1
2020,Hospital Sultanah Bahiyah,Kedah,17-24,2139
2020,Hospital Sultanah Bahiyah,Kedah,25-29,693
2020,Hospital Sultanah Bahiyah,Kedah,30-34,580
2020,Hospital Sultanah Bahiyah,Kedah,35-39,498
2020,Hospital Sultanah Bahiyah,Kedah,40-44,298
2020,Hospital Sultanah Bahiyah,Kedah,45-49,199
2020,Hospital Sultanah Bahiyah,Kedah,50-54,129
2020,Hospital Sultanah Bahiyah,Kedah,55-59,102
2020,Hospital Sultanah Bahiyah,Kedah,60-64,4
2020,Hospital Sultanah Bahiyah,Kedah,other,5
2020,Hospital Sultanah Nora Ismail,Johor,17-24,848
2020,Hospital Sultanah Nora Ismail,Johor,25-29,354
2020,Hospital Sultanah Nora Ismail,Johor,30-34,257
2020,Hospital Sultanah Nora Ismail,Johor,35-39,231
2020,Hospital Sultanah Nora Ismail,Johor,40-44,181
2020,Hospital Sultanah Nora Ismail,Johor,45-49,152
2020,Hospital Sultanah Nora Ismail,Johor,50-54,105
2020,Hospital Sultanah Nora Ismail,Johor,55-59,65
2020,Hospital Sultanah Nora Ismail,Johor,60-64,15
2020,Hospital Sultanah Nora Ismail,Johor,other,1
2020,Hospital Sultanah Nur Zahirah,Terengganu,17-24,1989
2020,Hospital Sultanah Nur Zahirah,Terengganu,25-29,732
2020,Hospital Sultanah Nur Zahirah,Terengganu,30-34,499
2020,Hospital Sultanah Nur Zahirah,Terengganu,35-39,509
2020,Hospital Sultanah Nur Zahirah,Terengganu,40-44,350
2020,Hospital Sultanah Nur Zahirah,Terengganu,45-49,218
2020,Hospital Sultanah Nur Zahirah,Terengganu,50-54,93
2020,Hospital Sultanah Nur Zahirah,Terengganu,55-59,72
2020,Hospital Sultanah Nur Zahirah,Terengganu,60-64,4
2020,Hospital Taiping,Perak,17-24,1014
2020,Hospital Taiping,Perak,25-29,390
2020,Hospital Taiping,Perak,30-34,339
2020,Hospital Taiping,Perak,35-39,281
2020,Hospital Taiping,Perak,40-44,163
2020,Hospital Taiping,Perak,45-49,121
2020,Hospital Taiping,Perak,50-54,105
2020,Hospital Taiping,Perak,55-59,57
2020,Hospital Taiping,Perak,60-64,6
2020,Hospital Tengku Ampuan Afzan,Pahang,17-24,1851
2020,Hospital Tengku Ampuan Afzan,Pahang,25-29,728
2020,Hospital Tengku Ampuan Afzan,Pahang,30-34,557
2020,Hospital Tengku Ampuan Afzan,Pahang,35-39,534
2020,Hospital Tengku Ampuan Afzan,Pahang,40-44,381
2020,Hospital Tengku Ampuan Afzan,Pahang,45-49,243
2020,Hospital Tengku Ampuan Afzan,Pahang,50-54,160
2020,Hospital Tengku Ampuan Afzan,Pahang,55-59,76
2020,Hospital Tengku Ampuan Afzan,Pahang,60-64,6
2020,Hospital Tengku Ampuan Afzan,Pahang,other,2
2020,Hospital Tengku Ampuan Rahimah,Selangor,17-24,2336
2020,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1218
2020,Hospital Tengku Ampuan Rahimah,Selangor,30-34,919
2020,Hospital Tengku Ampuan Rahimah,Selangor,35-39,765
2020,Hospital Tengku Ampuan Rahimah,Selangor,40-44,509
2020,Hospital Tengku Ampuan Rahimah,Selangor,45-49,349
2020,Hospital Tengku Ampuan Rahimah,Selangor,50-54,217
2020,Hospital Tengku Ampuan Rahimah,Selangor,55-59,76
2020,Hospital Tengku Ampuan Rahimah,Selangor,60-64,4
2020,Hospital Tengku Ampuan Rahimah,Selangor,other,1
2020,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,1477
2020,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,691
2020,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,547
2020,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,519
2020,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,344
2020,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,229
2020,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,146
2020,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,83
2020,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,2
2020,Hospital Tuanku Jaafar,Negeri Sembilan,other,2
2021,Hospital Duchess Of Kent,Sabah,17-24,414
2021,Hospital Duchess Of Kent,Sabah,25-29,330
2021,Hospital Duchess Of Kent,Sabah,30-34,285
2021,Hospital Duchess Of Kent,Sabah,35-39,260
2021,Hospital Duchess Of Kent,Sabah,40-44,250
2021,Hospital Duchess Of Kent,Sabah,45-49,185
2021,Hospital Duchess Of Kent,Sabah,50-54,126
2021,Hospital Duchess Of Kent,Sabah,55-59,66
2021,Hospital Duchess Of Kent,Sabah,60-64,14
2021,Hospital Duchess Of Kent,Sabah,other,2
2021,Hospital Melaka,Melaka,17-24,2038
2021,Hospital Melaka,Melaka,25-29,937
2021,Hospital Melaka,Melaka,30-34,660
2021,Hospital Melaka,Melaka,35-39,636
2021,Hospital Melaka,Melaka,40-44,447
2021,Hospital Melaka,Melaka,45-49,313
2021,Hospital Melaka,Melaka,50-54,208
2021,Hospital Melaka,Melaka,55-59,99
2021,Hospital Melaka,Melaka,60-64,6
2021,Hospital Pulau Pinang,Pulau Pinang,17-24,947
2021,Hospital Pulau Pinang,Pulau Pinang,25-29,652
2021,Hospital Pulau Pinang,Pulau Pinang,30-34,545
2021,Hospital Pulau Pinang,Pulau Pinang,35-39,465
2021,Hospital Pulau Pinang,Pulau Pinang,40-44,395
2021,Hospital Pulau Pinang,Pulau Pinang,45-49,285
2021,Hospital Pulau Pinang,Pulau Pinang,50-54,139
2021,Hospital Pulau Pinang,Pulau Pinang,55-59,84
2021,Hospital Pulau Pinang,Pulau Pinang,60-64,3
2021,Hospital Queen Elizabeth Ii,Sabah,17-24,943
2021,Hospital Queen Elizabeth Ii,Sabah,25-29,693
2021,Hospital Queen Elizabeth Ii,Sabah,30-34,566
2021,Hospital Queen Elizabeth Ii,Sabah,35-39,493
2021,Hospital Queen Elizabeth Ii,Sabah,40-44,433
2021,Hospital Queen Elizabeth Ii,Sabah,45-49,265
2021,Hospital Queen Elizabeth Ii,Sabah,50-54,230
2021,Hospital Queen Elizabeth Ii,Sabah,55-59,104
2021,Hospital Queen Elizabeth Ii,Sabah,60-64,6
2021,Hospital Queen Elizabeth Ii,Sabah,other,2
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,1209
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,467
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,345
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,325
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,194
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,173
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,96
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,44
2021,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,5
2021,Hospital Raja Permaisuri Bainun,Perak,17-24,1659
2021,Hospital Raja Permaisuri Bainun,Perak,25-29,795
2021,Hospital Raja Permaisuri Bainun,Perak,30-34,607
2021,Hospital Raja Permaisuri Bainun,Perak,35-39,678
2021,Hospital Raja Permaisuri Bainun,Perak,40-44,432
2021,Hospital Raja Permaisuri Bainun,Perak,45-49,267
2021,Hospital Raja Permaisuri Bainun,Perak,50-54,168
2021,Hospital Raja Permaisuri Bainun,Perak,55-59,89
2021,Hospital Raja Permaisuri Bainun,Perak,60-64,1
2021,Hospital Seberang Jaya,Pulau Pinang,17-24,847
2021,Hospital Seberang Jaya,Pulau Pinang,25-29,451
2021,Hospital Seberang Jaya,Pulau Pinang,30-34,375
2021,Hospital Seberang Jaya,Pulau Pinang,35-39,359
2021,Hospital Seberang Jaya,Pulau Pinang,40-44,324
2021,Hospital Seberang Jaya,Pulau Pinang,45-49,203
2021,Hospital Seberang Jaya,Pulau Pinang,50-54,120
2021,Hospital Seberang Jaya,Pulau Pinang,55-59,55
2021,Hospital Seberang Jaya,Pulau Pinang,60-64,4
2021,Hospital Seberang Jaya,Pulau Pinang,other,2
2021,Hospital Seri Manjung,Perak,17-24,501
2021,Hospital Seri Manjung,Perak,25-29,206
2021,Hospital Seri Manjung,Perak,30-34,158
2021,Hospital Seri Manjung,Perak,35-39,170
2021,Hospital Seri Manjung,Perak,40-44,97
2021,Hospital Seri Manjung,Perak,45-49,67
2021,Hospital Seri Manjung,Perak,50-54,51
2021,Hospital Seri Manjung,Perak,55-59,33
2021,Hospital Seri Manjung,Perak,60-64,1
2021,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,527
2021,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,220
2021,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,199
2021,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,205
2021,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,132
2021,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,80
2021,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,56
2021,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,39
2021,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,2
2021,Hospital Sultanah Aminah,Johor,17-24,1971
2021,Hospital Sultanah Aminah,Johor,25-29,1458
2021,Hospital Sultanah Aminah,Johor,30-34,1173
2021,Hospital Sultanah Aminah,Johor,35-39,1181
2021,Hospital Sultanah Aminah,Johor,40-44,815
2021,Hospital Sultanah Aminah,Johor,45-49,494
2021,Hospital Sultanah Aminah,Johor,50-54,357
2021,Hospital Sultanah Aminah,Johor,55-59,160
2021,Hospital Sultanah Aminah,Johor,60-64,10
2021,Hospital Sultanah Aminah,Johor,other,1
2021,Hospital Sultanah Bahiyah,Kedah,17-24,1950
2021,Hospital Sultanah Bahiyah,Kedah,25-29,600
2021,Hospital Sultanah Bahiyah,Kedah,30-34,515
2021,Hospital Sultanah Bahiyah,Kedah,35-39,539
2021,Hospital Sultanah Bahiyah,Kedah,40-44,372
2021,Hospital Sultanah Bahiyah,Kedah,45-49,260
2021,Hospital Sultanah Bahiyah,Kedah,50-54,179
2021,Hospital Sultanah Bahiyah,Kedah,55-59,109
2021,Hospital Sultanah Bahiyah,Kedah,60-64,11
2021,Hospital Sultanah Nora Ismail,Johor,17-24,638
2021,Hospital Sultanah Nora Ismail,Johor,25-29,330
2021,Hospital Sultanah Nora Ismail,Johor,30-34,210
2021,Hospital Sultanah Nora Ismail,Johor,35-39,218
2021,Hospital Sultanah Nora Ismail,Johor,40-44,180
2021,Hospital Sultanah Nora Ismail,Johor,45-49,124
2021,Hospital Sultanah Nora Ismail,Johor,50-54,111
2021,Hospital Sultanah Nora Ismail,Johor,55-59,71
2021,Hospital Sultanah Nora Ismail,Johor,60-64,14
2021,Hospital Sultanah Nora Ismail,Johor,other,5
2021,Hospital Sultanah Nur Zahirah,Terengganu,17-24,1711
2021,Hospital Sultanah Nur Zahirah,Terengganu,25-29,564
2021,Hospital Sultanah Nur Zahirah,Terengganu,30-34,401
2021,Hospital Sultanah Nur Zahirah,Terengganu,35-39,349
2021,Hospital Sultanah Nur Zahirah,Terengganu,40-44,277
2021,Hospital Sultanah Nur Zahirah,Terengganu,45-49,178
2021,Hospital Sultanah Nur Zahirah,Terengganu,50-54,139
2021,Hospital Sultanah Nur Zahirah,Terengganu,55-59,71
2021,Hospital Sultanah Nur Zahirah,Terengganu,60-64,6
2021,Hospital Sultanah Nur Zahirah,Terengganu,other,1
2021,Hospital Taiping,Perak,17-24,754
2021,Hospital Taiping,Perak,25-29,380
2021,Hospital Taiping,Perak,30-34,292
2021,Hospital Taiping,Perak,35-39,313
2021,Hospital Taiping,Perak,40-44,168
2021,Hospital Taiping,Perak,45-49,106
2021,Hospital Taiping,Perak,50-54,76
2021,Hospital Taiping,Perak,55-59,57
2021,Hospital Taiping,Perak,60-64,4
2021,Hospital Tengku Ampuan Afzan,Pahang,17-24,1186
2021,Hospital Tengku Ampuan Afzan,Pahang,25-29,560
2021,Hospital Tengku Ampuan Afzan,Pahang,30-34,441
2021,Hospital Tengku Ampuan Afzan,Pahang,35-39,466
2021,Hospital Tengku Ampuan Afzan,Pahang,40-44,344
2021,Hospital Tengku Ampuan Afzan,Pahang,45-49,194
2021,Hospital Tengku Ampuan Afzan,Pahang,50-54,110
2021,Hospital Tengku Ampuan Afzan,Pahang,55-59,43
2021,Hospital Tengku Ampuan Afzan,Pahang,60-64,4
2021,Hospital Tengku Ampuan Rahimah,Selangor,17-24,1283
2021,Hospital Tengku Ampuan Rahimah,Selangor,25-29,844
2021,Hospital Tengku Ampuan Rahimah,Selangor,30-34,672
2021,Hospital Tengku Ampuan Rahimah,Selangor,35-39,595
2021,Hospital Tengku Ampuan Rahimah,Selangor,40-44,364
2021,Hospital Tengku Ampuan Rahimah,Selangor,45-49,234
2021,Hospital Tengku Ampuan Rahimah,Selangor,50-54,180
2021,Hospital Tengku Ampuan Rahimah,Selangor,55-59,77
2021,Hospital Tengku Ampuan Rahimah,Selangor,60-64,3
2021,Hospital Tengku Ampuan Rahimah,Selangor,other,1
2021,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,882
2021,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,578
2021,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,442
2021,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,432
2021,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,300
2021,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,161
2021,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,96
2021,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,46
2021,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,5
2021,Hospital Tuanku Jaafar,Negeri Sembilan,other,1
2022,Hospital Duchess Of Kent,Sabah,17-24,531
2022,Hospital Duchess Of Kent,Sabah,25-29,307
2022,Hospital Duchess Of Kent,Sabah,30-34,303
2022,Hospital Duchess Of Kent,Sabah,35-39,324
2022,Hospital Duchess Of Kent,Sabah,40-44,229
2022,Hospital Duchess Of Kent,Sabah,45-49,174
2022,Hospital Duchess Of Kent,Sabah,50-54,139
2022,Hospital Duchess Of Kent,Sabah,55-59,90
2022,Hospital Duchess Of Kent,Sabah,60-64,11
2022,Hospital Duchess Of Kent,Sabah,other,2
2022,Hospital Melaka,Melaka,17-24,3285
2022,Hospital Melaka,Melaka,25-29,996
2022,Hospital Melaka,Melaka,30-34,678
2022,Hospital Melaka,Melaka,35-39,609
2022,Hospital Melaka,Melaka,40-44,472
2022,Hospital Melaka,Melaka,45-49,292
2022,Hospital Melaka,Melaka,50-54,235
2022,Hospital Melaka,Melaka,55-59,134
2022,Hospital Melaka,Melaka,60-64,21
2022,Hospital Melaka,Melaka,other,2
2022,Hospital Pulau Pinang,Pulau Pinang,17-24,1411
2022,Hospital Pulau Pinang,Pulau Pinang,25-29,844
2022,Hospital Pulau Pinang,Pulau Pinang,30-34,692
2022,Hospital Pulau Pinang,Pulau Pinang,35-39,618
2022,Hospital Pulau Pinang,Pulau Pinang,40-44,485
2022,Hospital Pulau Pinang,Pulau Pinang,45-49,339
2022,Hospital Pulau Pinang,Pulau Pinang,50-54,240
2022,Hospital Pulau Pinang,Pulau Pinang,55-59,119
2022,Hospital Pulau Pinang,Pulau Pinang,60-64,4
2022,Hospital Pulau Pinang,Pulau Pinang,other,1
2022,Hospital Queen Elizabeth Ii,Sabah,17-24,1779
2022,Hospital Queen Elizabeth Ii,Sabah,25-29,764
2022,Hospital Queen Elizabeth Ii,Sabah,30-34,635
2022,Hospital Queen Elizabeth Ii,Sabah,35-39,581
2022,Hospital Queen Elizabeth Ii,Sabah,40-44,488
2022,Hospital Queen Elizabeth Ii,Sabah,45-49,301
2022,Hospital Queen Elizabeth Ii,Sabah,50-54,308
2022,Hospital Queen Elizabeth Ii,Sabah,55-59,113
2022,Hospital Queen Elizabeth Ii,Sabah,60-64,9
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,2035
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,532
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,399
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,421
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,335
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,259
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,154
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,94
2022,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,9
2022,Hospital Raja Permaisuri Bainun,Perak,17-24,3493
2022,Hospital Raja Permaisuri Bainun,Perak,25-29,863
2022,Hospital Raja Permaisuri Bainun,Perak,30-34,588
2022,Hospital Raja Permaisuri Bainun,Perak,35-39,674
2022,Hospital Raja Permaisuri Bainun,Perak,40-44,452
2022,Hospital Raja Permaisuri Bainun,Perak,45-49,317
2022,Hospital Raja Permaisuri Bainun,Perak,50-54,250
2022,Hospital Raja Permaisuri Bainun,Perak,55-59,116
2022,Hospital Raja Permaisuri Bainun,Perak,60-64,6
2022,Hospital Seberang Jaya,Pulau Pinang,17-24,802
2022,Hospital Seberang Jaya,Pulau Pinang,25-29,554
2022,Hospital Seberang Jaya,Pulau Pinang,30-34,405
2022,Hospital Seberang Jaya,Pulau Pinang,35-39,369
2022,Hospital Seberang Jaya,Pulau Pinang,40-44,288
